Loyalty#,Province or State,City,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Education Encoded,LoyaltyStatus Encoded,FlightsTotal,DistanceKM,KMPerFlight,FlightsRatioAccompanied,DistanceRatioRedeemedPoints,Flights2019,FlightsJan,FlightsFeb,FlightsMar,FlightsApr,FlightsMay,FlightsJun,FlightsJul,FlightsAug,FlightsSep,FlightsOct,FlightsNov,FlightsDec,Flights2020,Flights2021,FlightsGrowth2020vs2019%,FlightsGrowth2021vs2020%,MonthlyFlightVariance,CLVperFlight,CLVperPointsRedeemed,Months Enrolled
823257,Ontario,Toronto,male,College,Suburban,0.0,Married,Nova,2020-08-06,2021-04-06,8487.24,Standard,2,2,54,93311,1727.98,0.41,0.0,22,1,0,3,3,0,0,0,0,25,0,0,23,25,7,13.64,-72.0,14.3720873015873,157.17,0.0,8
368062,Quebec,Montreal,male,Bachelor,Urban,80213.0,Married,Nova,2019-11-19,2020-07-19,8488.56,Standard,3,2,66,95055,1440.23,0.29,0.0,32,8,0,13,4,11,4,27,0,0,0,0,0,35,0,9.38,-100.0,12.263134920634922,128.61,0.0,8
472488,British Columbia,Victoria,male,Bachelor,Urban,80213.0,Married,Nova,2018-09-03,2020-08-12,8488.56,Standard,3,2,125,260634,2085.07,0.41,0.06,59,0,8,27,21,21,13,36,0,0,0,0,0,66,0,11.86,-100.0,32.20085714285714,67.91,0.58,23
810517,Quebec,Montreal,male,Bachelor,Rural,87771.0,Single,Nova,2020-01-31,2020-09-30,8503.94,Standard,3,2,55,105036,1909.75,0.49,0.05,26,0,0,13,4,0,17,0,0,21,0,0,0,29,0,11.54,-100.0,10.777611111111112,154.62,1.59,8
386979,Quebec,Montreal,male,College,Rural,0.0,Single,Nova,2021-01-18,2021-09-18,8555.89,Standard,2,2,58,173712,2995.03,0.31,0.02,0,0,2,13,11,6,10,10,3,3,0,0,0,0,58,0.0,0.0,12.987301587301587,147.52,2.58,8
263866,Quebec,Hull,female,Bachelor,Urban,97361.0,Single,Nova,2019-04-19,2021-05-08,8622.84,Standard,3,2,185,385074,2081.48,0.23,0.03,74,12,16,15,24,17,25,11,6,15,23,0,21,82,29,10.81,-64.63,21.487428571428573,46.61,0.7,25
516271,Quebec,Hull,female,High School or Below,Rural,22193.0,Married,Nova,2017-02-07,2021-10-19,8641.05,Standard,1,2,272,388167,1427.08,0.18,0.0,93,22,0,27,28,31,10,37,36,42,27,13,0,103,76,10.75,-26.21,27.7105634920635,31.77,0.0,56
247692,Manitoba,Winnipeg,female,Bachelor,Urban,64125.0,Married,Nova,2020-11-19,2021-07-19,8646.5,Standard,3,2,12,74906,6242.17,0.5,0.0,0,0,0,3,5,2,0,2,0,0,0,0,0,0,12,0.0,0.0,1.0857142857142854,720.54,0.0,8
639116,Quebec,Montreal,male,High School or Below,Rural,20588.0,Married,Nova,2019-10-11,2020-06-11,8653.3,Standard,1,2,51,58700,1150.98,0.29,0.0,24,17,0,0,19,15,0,0,0,0,0,0,0,27,0,12.5,-100.0,10.581357142857144,169.67,0.0,8
379117,Ontario,Toronto,male,College,Rural,0.0,Single,Nova,2020-01-27,2020-09-27,8663.5,Standard,2,2,89,105258,1182.67,0.36,0.17,42,0,13,13,15,0,0,0,27,21,0,0,0,47,0,11.9,-100.0,18.442182539682534,97.34,0.48,8
368435,Yukon,Whitehorse,female,Bachelor,Urban,57107.0,Married,Nova,2021-04-08,2021-12-08,8707.62,2021 Promotion,3,2,27,105319,3900.7,0.44,0.0,0,0,0,0,0,0,0,9,5,7,0,2,4,0,27,0.0,0.0,4.421428571428572,322.5,0.0,8
565690,Ontario,Toronto,male,Bachelor,Urban,83846.0,Married,Nova,2018-12-05,2021-09-14,8717.05,Standard,3,2,154,398347,2586.67,0.27,0.04,58,27,20,11,6,13,4,13,11,0,21,0,28,65,31,12.07,-52.31,20.831071428571427,56.6,0.52,33
519873,Quebec,Montreal,male,College,Urban,0.0,Married,Nova,2021-02-14,2021-10-14,8728.46,2021 Promotion,2,2,66,119293,1807.47,0.12,0.0,0,0,0,1,8,4,16,16,12,7,2,0,0,0,66,0.0,0.0,19.114285714285714,132.25,0.0,8
100504,Ontario,Sudbury,female,Bachelor,Rural,59762.0,Divorced,Nova,2020-07-17,2021-03-17,8807.61,Standard,3,2,107,152468,1424.93,0.09,0.0,40,10,11,2,0,0,0,0,19,0,27,17,21,44,23,10.0,-47.73,23.163587301587302,82.31,0.0,8
185531,Ontario,Thunder Bay,male,Bachelor,Urban,45600.0,Married,Nova,2019-11-20,2020-07-20,8845.19,Standard,3,2,59,194284,3292.95,0.25,0.0,28,4,0,17,15,19,0,4,0,0,0,0,0,31,0,10.71,-100.0,10.330373015873013,149.92,0.0,8
373737,Manitoba,Winnipeg,male,Bachelor,Urban,21509.0,Single,Nova,2019-01-23,2021-01-17,8888.88,Standard,3,2,177,255522,1443.63,0.32,0.03,84,19,15,0,15,28,21,0,15,2,21,10,30,93,0,10.71,-100.0,29.054500000000004,50.22,1.17,24
489592,Alberta,Edmonton,female,Bachelor,Suburban,71943.0,Single,Nova,2019-08-23,2020-04-23,8960.28,Standard,3,2,27,66124,2449.04,0.3,0.14,13,2,0,13,11,0,0,0,0,0,0,0,0,14,0,7.69,-100.0,3.885873015873015,331.86,0.96,8
544306,British Columbia,Whistler,male,College,Suburban,0.0,Single,Nova,2020-07-11,2021-03-11,8992.78,Standard,2,2,36,141224,3922.89,0.19,0.0,15,0,0,4,0,0,0,0,17,0,11,0,4,17,4,13.33,-76.47,5.668785714285716,249.8,0.0,8
288112,Quebec,Quebec City,female,Bachelor,Urban,67840.0,Married,Nova,2019-05-04,2020-01-04,9012.92,Standard,3,2,10,32805,3280.5,0.2,0.0,4,10,0,0,0,0,0,0,0,0,0,0,0,5,0,25.0,-100.0,1.2212301587301582,901.29,0.0,8
966698,Manitoba,Winnipeg,female,College,Urban,0.0,Single,Nova,2020-11-17,2021-07-17,9029.94,Standard,2,2,45,89401,1986.69,0.47,0.0,5,0,0,5,12,15,0,2,0,0,0,0,11,6,34,20.0,466.67,11.597301587301589,200.67,0.0,8
771353,Quebec,Montreal,female,Bachelor,Rural,30004.0,Married,Nova,2020-03-15,2020-11-15,9033.25,Standard,3,2,148,215128,1453.57,0.3,0.08,70,0,0,0,23,17,27,34,0,21,10,17,0,78,0,11.43,-100.0,32.835142857142856,61.04,0.53,8
423119,New Brunswick,Fredericton,female,Bachelor,Urban,34337.0,Married,Nova,2017-06-17,2021-06-17,9035.67,Standard,3,2,110,248103,2255.48,0.19,0.0,41,0,8,20,5,20,32,25,0,0,0,0,0,46,23,12.2,-50.0,25.93085714285714,82.14,0.0,48
523037,Ontario,Toronto,male,Bachelor,Urban,97745.0,Divorced,Nova,2021-03-12,2021-11-12,9043.68,2021 Promotion,3,2,30,54762,1825.4,0.2,0.0,0,0,0,0,9,6,0,0,8,0,0,7,0,0,30,0.0,0.0,5.857142857142857,301.46,0.0,8
833793,Quebec,Tremblant,female,Bachelor,Urban,54751.0,Married,Nova,2020-11-24,2021-07-24,9111.76,Standard,3,2,26,21867,841.04,0.46,0.0,4,12,2,1,0,1,0,0,0,0,0,0,10,5,16,25.0,220.0,5.062500000000001,350.45,0.0,8
219276,Quebec,Tremblant,male,Bachelor,Rural,21150.0,Married,Nova,2017-02-19,2021-12-23,9144.86,Standard,3,2,209,441662,2113.22,0.26,0.01,70,2,13,10,17,28,15,17,0,30,25,6,47,78,61,11.43,-21.79,31.25473015873016,43.76,1.75,58
348471,Ontario,Toronto,male,Bachelor,Rural,77603.0,Married,Nova,2017-02-05,2021-11-23,9191.67,Standard,3,2,176,364020,2068.3,0.32,0.04,44,28,11,23,28,2,7,0,30,16,22,7,2,49,83,11.36,69.39,19.93907142857143,52.23,0.57,58
514616,Ontario,Kingston,female,College,Suburban,0.0,Married,Nova,2021-01-14,2021-09-23,9227.95,Standard,2,2,68,142098,2089.68,0.21,0.0,0,0,9,5,8,15,20,9,0,2,0,0,0,0,68,0.0,0.0,21.47301587301587,135.71,0.0,8
783610,Ontario,Toronto,male,Bachelor,Urban,21033.0,Married,Nova,2020-06-27,2021-02-27,9320.28,Standard,3,2,75,46620,621.6,0.19,0.0,33,5,0,0,0,0,0,23,0,0,21,0,27,37,5,12.12,-86.49,20.05449999999999,124.27,0.0,8
441345,Ontario,Toronto,male,College,Rural,0.0,Single,Nova,2021-03-19,2021-11-19,9402.73,2021 Promotion,2,2,29,55957,1929.55,0.17,0.0,0,0,0,0,3,0,6,0,0,8,3,9,0,0,29,0.0,0.0,5.018253968253968,324.23,0.0,8
797187,Saskatchewan,Regina,male,College,Suburban,0.0,Married,Nova,2020-10-06,2020-12-08,9472.96,Standard,2,2,25,640,25.6,0.4,0.0,12,0,0,0,0,0,0,0,0,0,0,25,0,13,0,8.33,-100.0,8.255515873015874,378.92,0.0,2
348238,New Brunswick,Fredericton,female,College,Urban,0.0,Married,Nova,2020-10-26,2021-06-26,9575.36,Standard,2,2,32,39828,1244.62,0.22,0.1,0,0,0,14,7,0,11,0,0,0,0,0,0,0,32,0.0,0.0,9.644444444444447,299.23,2.41,8
437251,Ontario,Trenton,female,Bachelor,Urban,38279.0,Married,Nova,2020-04-12,2020-12-12,9732.58,Standard,3,2,55,148778,2705.05,0.27,0.0,26,0,0,0,0,6,0,21,0,0,4,25,0,29,0,11.54,-100.0,13.25989682539683,176.96,0.0,8
999304,Ontario,Toronto,male,College,Rural,0.0,Single,Nova,2018-01-26,2020-06-06,9778.98,Standard,2,2,87,132181,1519.32,0.11,0.1,41,23,23,6,13,0,23,0,0,0,0,0,0,46,0,12.2,-100.0,19.27749206349206,112.4,0.75,28
233437,Quebec,Quebec City,male,Bachelor,Urban,37586.0,Divorced,Nova,2020-08-10,2021-04-10,9918.7,Standard,3,2,100,126714,1267.14,0.0,0.0,32,7,0,14,11,0,0,0,0,19,4,25,21,36,32,12.5,-11.11,22.83244444444444,99.19,0.0,8
627191,British Columbia,Vancouver,female,Doctor,Urban,16511.0,Single,Nova,2019-10-11,2020-06-11,10053.55,Standard,5,2,93,120298,1293.53,0.27,0.07,44,21,0,21,23,13,15,0,0,0,0,0,0,49,0,11.36,-100.0,18.92637301587302,108.1,1.22,8
855381,British Columbia,Whistler,female,College,Rural,0.0,Single,Nova,2020-04-16,2020-12-16,10058.74,Standard,2,2,124,229951,1854.44,0.2,0.04,58,0,0,0,0,0,2,38,8,25,11,19,21,65,0,12.07,-100.0,31.49018253968254,81.12,1.06,8
166677,British Columbia,Vancouver,female,Bachelor,Suburban,35482.0,Married,Nova,2019-12-17,2020-09-28,10208.93,Standard,3,2,158,196447,1243.34,0.29,0.03,75,0,0,28,15,19,34,30,6,25,0,0,0,83,0,10.67,-100.0,39.57875396825396,64.61,1.58,9
472807,Manitoba,Winnipeg,female,Bachelor,Suburban,36568.0,Married,Nova,2016-04-26,2020-04-09,10209.02,Standard,3,2,38,42330,1113.95,0.0,0.0,18,0,19,19,0,0,0,0,0,0,0,0,0,20,0,11.11,-100.0,9.196825396825398,268.66,0.0,47
836295,British Columbia,Vancouver,male,Bachelor,Urban,60078.0,Married,Nova,2019-11-07,2020-07-07,10213.99,Standard,3,2,36,41916,1164.33,0.22,0.17,17,10,0,23,0,2,2,0,0,0,0,0,0,19,0,11.76,-100.0,7.808849206349206,283.72,1.44,8
908404,Quebec,Montreal,male,Bachelor,Suburban,84583.0,Married,Nova,2017-10-08,2021-09-26,10359.02,Standard,3,2,198,348638,1760.8,0.37,0.06,76,4,10,6,25,14,20,29,30,13,15,17,15,85,37,11.84,-56.47,21.146373015873014,52.32,0.5,48
358054,Manitoba,Winnipeg,male,College,Suburban,0.0,Single,Nova,2020-01-17,2020-09-17,10461.58,Standard,2,2,68,189164,2781.82,0.5,0.0,32,0,6,4,17,4,8,0,4,27,0,0,0,36,0,12.5,-100.0,12.525142857142852,153.85,0.0,8
254097,Quebec,Montreal,male,Bachelor,Rural,72540.0,Married,Nova,2021-03-15,2021-11-15,10656.88,2021 Promotion,3,2,45,84936,1887.47,0.22,0.06,0,0,0,0,7,6,2,14,8,1,2,5,0,0,45,0.0,0.0,9.22142857142857,236.82,2.25,8
588292,Quebec,Montreal,female,Bachelor,Suburban,25983.0,Married,Nova,2019-11-24,2020-07-24,10721.61,Standard,3,2,106,289604,2732.11,0.24,0.02,50,4,10,17,4,2,36,34,0,0,0,0,0,56,0,12.0,-100.0,32.386539682539684,101.15,1.58,8
296566,British Columbia,Vancouver,male,Bachelor,Rural,92914.0,Married,Nova,2020-08-31,2021-04-30,10978.78,Standard,3,2,80,166557,2081.96,0.18,0.06,25,7,7,4,9,0,0,0,0,25,25,0,4,28,27,12.0,-3.57,18.152920634920633,137.23,1.19,8
161045,British Columbia,Vancouver,male,Bachelor,Suburban,37056.0,Married,Nova,2017-10-09,2021-08-23,11029.93,Standard,3,2,132,290118,2197.86,0.29,0.01,44,10,0,15,20,4,38,19,25,0,2,0,0,49,39,11.36,-20.41,35.542182539682535,83.56,2.7,46
137858,British Columbia,Vancouver,female,College,Rural,0.0,Single,Nova,2021-01-12,2021-09-12,11095.97,Standard,2,2,66,106117,1607.83,0.21,0.0,0,0,3,7,3,13,10,15,15,0,0,0,0,0,66,0.0,0.0,19.0,168.12,0.0,8
130217,British Columbia,Whistler,female,College,Suburban,0.0,Single,Nova,2019-08-25,2020-04-25,11624.82,Standard,2,2,11,80085,7280.45,0.55,0.0,5,0,8,0,4,0,0,0,0,0,0,0,0,6,0,20.0,-100.0,0.9311428571428573,1056.8,0.0,8
642401,Quebec,Montreal,female,Bachelor,Urban,90016.0,Married,Nova,2020-07-28,2021-02-28,11785.04,Standard,3,2,102,171684,1683.18,0.31,0.11,41,7,8,0,0,0,0,0,21,13,21,11,21,46,15,12.2,-67.39,18.07453968253968,115.54,0.64,7
671309,Ontario,Toronto,female,Bachelor,Urban,50234.0,Divorced,Nova,2019-05-14,2020-01-14,11926.75,Standard,3,2,10,35296,3529.6,0.0,0.0,4,10,0,0,0,0,0,0,0,0,0,0,0,5,0,25.0,-100.0,1.2212301587301582,1192.68,0.0,8
627568,Quebec,Montreal,female,Bachelor,Urban,64195.0,Divorced,Nova,2016-01-25,2020-06-04,11971.98,Standard,3,2,48,164356,3424.08,0.12,0.0,22,4,0,28,10,6,0,0,0,0,0,0,0,25,0,13.64,-100.0,11.810182539682542,249.42,0.0,52
463146,British Columbia,Whistler,female,Master,Suburban,21514.0,Married,Nova,2020-05-12,2021-03-23,11981.98,Standard,4,2,61,130352,2136.92,0.23,0.03,23,0,3,9,0,0,0,36,0,0,11,2,0,26,12,13.04,-53.85,20.16168253968254,196.43,2.9,10
110211,Ontario,Toronto,female,Bachelor,Rural,44428.0,Single,Nova,2020-04-12,2020-12-12,12036.62,Standard,3,2,169,291724,1726.18,0.1,0.0,80,0,0,0,0,13,32,32,25,15,23,21,8,89,0,11.25,-100.0,36.31170634920634,71.22,0.0,8
290250,British Columbia,Dawson Creek,female,Bachelor,Suburban,21331.0,Divorced,Nova,2021-03-02,2021-11-02,12208.12,2021 Promotion,3,2,29,56154,1936.34,0.07,0.0,0,0,0,0,13,11,0,0,0,0,2,3,0,0,29,0.0,0.0,7.989682539682541,420.97,0.0,8
336238,Quebec,Montreal,male,Bachelor,Rural,60774.0,Married,Nova,2019-10-10,2020-06-10,12269.42,Standard,3,2,40,33062,826.55,0.28,0.0,19,8,0,0,0,0,32,0,0,0,0,0,0,21,0,10.53,-100.0,14.509357142857144,306.74,0.0,8
238193,New Brunswick,Moncton,male,Bachelor,Suburban,40602.0,Single,Nova,2018-08-26,2021-11-13,12383.53,Standard,3,2,184,407067,2212.32,0.28,0.03,76,21,17,24,4,18,0,41,34,11,0,13,0,84,24,10.53,-71.43,30.749142857142857,67.3,1.01,39
561981,Quebec,Montreal,female,Bachelor,Rural,62575.0,Married,Nova,2020-02-06,2020-10-06,12590.94,Standard,3,2,127,256489,2019.6,0.27,0.0,60,0,0,0,11,30,23,10,28,4,21,0,0,67,0,11.67,-100.0,29.078944444444446,99.14,0.0,8
560283,British Columbia,Vancouver,female,College,Urban,0.0,Single,Nova,2018-03-29,2021-02-13,12779.9,Standard,2,2,158,320102,2025.96,0.19,0.03,70,18,15,17,17,4,2,19,27,0,8,0,32,78,10,11.43,-87.18,26.84796825396825,80.89,1.56,35
305604,Alberta,Banff,female,Bachelor,Urban,48767.0,Married,Nova,2018-02-02,2020-07-28,12887.43,Standard,3,2,84,111224,1324.1,0.23,0.0,40,0,13,0,15,30,25,0,0,0,0,0,0,44,0,10.0,-100.0,22.27549206349206,153.42,0.0,30
376630,Manitoba,Winnipeg,female,Bachelor,Rural,30763.0,Single,Nova,2017-03-16,2020-07-11,12948.4,Standard,3,2,78,213091,2731.94,0.38,0.0,37,0,4,21,0,13,6,34,0,0,0,0,0,41,0,10.81,-100.0,21.402944444444447,166.01,0.0,40
527656,Ontario,Trenton,male,Bachelor,Rural,39843.0,Married,Nova,2020-03-13,2021-03-01,12981.53,Standard,3,2,120,257318,2144.32,0.37,0.0,50,3,1,10,11,28,8,30,0,21,4,4,0,56,14,12.0,-75.0,25.872825396825398,108.18,0.0,12
828109,Yukon,Whitehorse,female,Bachelor,Rural,57591.0,Divorced,Nova,2021-03-29,2021-11-29,13009.24,2021 Promotion,3,2,41,106015,2585.73,0.24,0.04,0,0,0,0,0,15,6,0,8,12,0,0,0,0,41,0.0,0.0,12.065873015873017,317.3,2.79,8
111899,Manitoba,Winnipeg,female,College,Suburban,0.0,Single,Nova,2016-06-04,2020-11-27,13021.09,Standard,2,2,99,170913,1726.39,0.19,0.09,47,0,6,28,0,0,13,0,30,0,4,17,0,52,0,10.64,-100.0,24.52253968253969,131.53,0.85,54
427358,Ontario,Toronto,female,Bachelor,Rural,76456.0,Single,Nova,2018-05-29,2021-11-21,13027.42,Standard,3,2,188,306087,1628.12,0.2,0.07,58,12,22,35,14,30,34,13,4,12,11,0,0,65,64,12.07,-1.54,26.425928571428575,69.29,0.59,42
994679,Quebec,Montreal,female,Bachelor,Urban,58684.0,Married,Nova,2020-12-07,2021-08-07,13055.57,Standard,3,2,35,91028,2600.8,0.17,0.0,0,5,0,8,0,14,6,0,2,0,0,0,0,0,35,0.0,0.0,8.313492063492063,373.02,0.0,8
549598,Ontario,Toronto,female,Bachelor,Rural,48804.0,Married,Nova,2020-09-30,2021-05-30,13057.17,Standard,3,2,95,156271,1644.96,0.31,0.04,29,5,7,0,6,16,0,0,0,0,19,10,32,32,34,10.34,6.25,24.73428571428571,137.44,2.31,8
498573,Quebec,Montreal,female,College,Rural,0.0,Single,Nova,2019-12-20,2021-11-23,13104.15,Standard,2,2,120,329609,2746.74,0.39,0.05,30,21,6,15,0,10,27,0,24,6,7,4,0,33,57,10.0,72.73,19.800214285714286,109.2,0.83,23
537421,Quebec,Montreal,male,Bachelor,Suburban,73597.0,Married,Nova,2019-12-20,2021-09-28,13110.55,Standard,3,2,212,374310,1765.61,0.08,0.06,71,12,18,10,0,21,19,39,37,36,19,0,0,79,62,11.27,-21.52,32.09392857142858,61.84,0.58,21
492036,British Columbia,Victoria,male,High School or Below,Urban,20754.0,Divorced,Nova,2020-05-04,2021-01-04,13258.18,Standard,1,2,51,112511,2206.1,0.12,0.0,21,7,0,0,0,0,15,0,0,19,0,0,10,23,7,9.52,-69.57,9.133928571428573,259.96,0.0,8
176142,Saskatchewan,Regina,male,Bachelor,Urban,32762.0,Married,Nova,2021-02-21,2021-10-21,13268.79,2021 Promotion,3,2,68,61695,907.28,0.15,0.0,0,0,0,1,6,0,10,20,18,13,0,0,0,0,68,0.0,0.0,25.75873015873016,195.13,0.0,8
494438,New Brunswick,Fredericton,female,Bachelor,Suburban,68009.0,Divorced,Nova,2020-01-16,2020-05-03,13295.6,Standard,3,2,36,107029,2973.03,0.47,0.18,17,0,10,21,6,0,0,0,0,0,0,0,0,19,0,11.76,-100.0,6.981420634920636,369.32,0.7,4
549200,British Columbia,Vancouver,male,Bachelor,Urban,75037.0,Married,Nova,2016-11-27,2021-03-09,13530.03,Standard,3,2,224,453002,2022.33,0.24,0.02,94,18,15,18,0,30,38,28,10,28,4,19,15,105,25,11.7,-76.19,39.238944444444435,60.4,1.5,51
521949,British Columbia,Vancouver,male,College,Urban,0.0,Single,Nova,2016-09-21,2020-07-02,13579.3,Standard,2,2,68,246132,3619.59,0.4,0.0,32,11,0,6,0,10,28,13,0,0,0,0,0,36,0,12.5,-100.0,14.076571428571429,199.7,0.0,45
835566,Ontario,Toronto,male,College,Urban,0.0,Single,Nova,2020-01-06,2020-09-06,13579.3,Standard,2,2,82,117152,1428.68,0.33,0.0,39,0,17,21,0,13,10,0,21,0,0,0,0,43,0,10.26,-100.0,15.233039682539681,165.6,0.0,8
489301,British Columbia,Dawson Creek,female,Bachelor,Urban,90343.0,Single,Nova,2019-12-11,2021-11-26,13742.54,Standard,3,2,209,386803,1850.73,0.27,0.02,69,0,9,15,10,31,22,43,15,18,28,19,0,77,63,11.59,-18.18,29.56237301587302,65.75,1.62,24
237586,Quebec,Montreal,female,Bachelor,Rural,96950.0,Married,Nova,2018-01-20,2020-10-11,13862.1,Standard,3,2,148,349496,2361.46,0.17,0.04,70,2,11,28,19,28,0,40,2,2,15,0,0,78,0,11.43,-100.0,39.14428571428571,93.66,1.07,33
217401,Ontario,Trenton,male,Bachelor,Urban,67627.0,Married,Nova,2020-05-29,2021-01-29,14002.38,Standard,3,2,56,229196,4092.79,0.39,0.0,25,3,0,0,0,0,13,6,15,0,19,0,0,28,3,12.0,-89.29,9.231015873015872,250.04,0.0,8
497226,British Columbia,Victoria,female,Bachelor,Urban,81872.0,Married,Nova,2019-08-08,2020-04-08,14024.36,Standard,3,2,51,91477,1793.67,0.63,0.2,24,17,0,27,8,0,0,0,0,0,0,0,0,27,0,12.5,-100.0,13.06364285714286,274.99,0.79,8
988728,Quebec,Montreal,male,Bachelor,Rural,31650.0,Married,Nova,2021-04-01,2021-12-01,14228.23,2021 Promotion,3,2,39,95019,2436.38,0.1,0.0,0,0,0,0,8,3,4,13,9,2,0,0,0,0,39,0.0,0.0,8.592857142857145,364.83,0.0,8
429692,Quebec,Montreal,male,Bachelor,Rural,40260.0,Married,Nova,2020-06-03,2021-02-03,14558.42,Standard,3,2,74,137265,1854.93,0.12,0.05,32,3,5,0,0,0,0,0,0,2,21,17,27,35,8,9.38,-77.14,17.200468253968257,196.74,2.21,8
539125,Ontario,Toronto,female,Bachelor,Suburban,45345.0,Married,Nova,2017-02-09,2021-08-08,14696.64,Standard,3,2,178,319007,1792.17,0.3,0.0,58,24,15,10,8,0,22,15,39,27,0,19,0,65,55,12.07,-15.38,26.899071428571432,82.57,0.0,54
183692,Quebec,Montreal,male,Bachelor,Urban,37899.0,Married,Nova,2021-02-19,2021-10-19,14854.2,2021 Promotion,3,2,39,81782,2096.97,0.28,0.0,0,0,0,0,7,3,9,5,5,0,10,0,0,0,39,0.0,0.0,7.049999999999999,380.88,0.0,8
912939,Quebec,Montreal,male,Bachelor,Rural,20656.0,Single,Nova,2020-10-13,2021-08-10,15120.21,Standard,3,2,74,98118,1325.92,0.27,0.0,14,7,1,6,9,11,0,12,0,0,0,0,28,15,46,7.14,206.67,19.573611111111113,204.33,0.0,10
943195,Nova Scotia,Halifax,female,College,Suburban,0.0,Married,Nova,2017-10-16,2020-08-14,15860.04,Standard,2,2,124,236105,1904.07,0.1,0.0,58,0,17,6,25,13,4,25,34,0,0,0,0,65,0,12.07,-100.0,29.52503968253968,127.9,0.0,34
296097,British Columbia,Victoria,male,Bachelor,Rural,22103.0,Single,Nova,2018-10-25,2021-04-16,16407.66,Standard,3,2,124,293948,2370.55,0.23,0.03,50,24,3,33,0,8,8,0,27,19,0,0,4,55,20,10.0,-63.64,22.410500000000003,132.32,1.85,30
142434,Quebec,Montreal,male,Bachelor,Suburban,57264.0,Divorced,Nova,2019-05-26,2020-01-26,16477.48,Standard,3,2,15,44530,2968.67,0.0,0.0,7,15,0,0,0,0,0,0,0,0,0,0,0,8,0,14.29,-100.0,3.1263492063492064,1098.5,0.0,8
941545,British Columbia,Vancouver,female,Bachelor,Rural,46593.0,Married,Nova,2021-02-23,2021-10-23,16547.64,2021 Promotion,3,2,41,105155,2564.76,0.32,0.07,0,0,0,8,11,3,0,3,6,6,4,0,0,0,41,0.0,0.0,6.980158730158729,403.6,2.11,8
106509,Ontario,Toronto,male,Bachelor,Rural,30915.0,Married,Nova,2020-04-25,2021-10-07,16727.77,Standard,3,2,15,12032,802.13,0.67,0.0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,15,0.0,0.0,5.449999999999999,1115.18,0.0,17
715792,British Columbia,Vancouver,female,Bachelor,Urban,96917.0,Married,Nova,2018-06-22,2021-05-03,17263.64,Standard,3,2,213,405640,1904.41,0.19,0.03,86,7,29,13,27,11,13,6,17,25,23,13,30,96,31,11.63,-67.71,23.287777777777773,81.05,1.54,34
677901,Alberta,Edmonton,male,College,Urban,0.0,Married,Nova,2019-06-22,2020-02-22,17771.55,Standard,2,2,2,6910,3455.0,0.0,0.0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-100.0,0.048849206349206344,8885.78,0.0,8
685518,Alberta,Calgary,male,Bachelor,Suburban,35704.0,Married,Nova,2020-06-15,2021-02-15,18042.48,Standard,3,2,70,190767,2725.24,0.19,0.05,29,0,9,0,0,0,0,0,17,19,4,6,15,32,9,10.34,-71.88,11.789873015873015,257.75,2.03,8
300623,Quebec,Tremblant,male,Bachelor,Urban,57882.0,Single,Nova,2016-03-26,2020-09-25,18060.48,Standard,3,2,80,210852,2635.65,0.5,0.03,38,2,0,8,25,0,6,11,15,13,0,0,0,42,0,10.53,-100.0,12.735714285714286,225.76,2.79,54
201436,Alberta,Edmonton,female,Bachelor,Urban,72196.0,Single,Nova,2019-01-22,2020-05-07,18929.33,Standard,3,2,25,94491,3779.64,0.16,0.0,12,4,13,0,8,0,0,0,0,0,0,0,0,13,0,8.33,-100.0,3.084087301587303,757.17,0.0,15
380788,Quebec,Montreal,female,Bachelor,Suburban,91535.0,Married,Nova,2019-02-12,2021-02-02,18938.54,Standard,3,2,103,310380,3013.4,0.3,0.08,48,4,6,0,4,17,0,15,17,10,11,0,19,53,2,10.42,-96.23,12.480849206349209,183.87,0.76,24
695162,Manitoba,Winnipeg,female,College,Urban,0.0,Single,Nova,2019-07-09,2020-12-30,19668.87,Standard,2,2,120,236580,1971.5,0.25,0.0,57,0,0,0,8,17,32,32,6,10,13,2,0,63,0,10.53,-100.0,27.879642857142862,163.91,0.0,18
700650,British Columbia,Vancouver,female,Bachelor,Rural,63755.0,Married,Nova,2016-10-02,2021-07-06,19884.92,Standard,3,2,87,118271,1359.44,0.32,0.05,41,11,2,10,11,0,0,36,0,0,15,2,0,46,0,12.2,-100.0,21.035777777777778,228.56,3.38,57
667314,Ontario,Toronto,male,College,Urban,0.0,Single,Nova,2019-03-29,2021-03-06,20604.02,Standard,2,2,141,392918,2786.65,0.51,0.04,63,6,14,15,0,6,0,34,25,17,4,21,0,70,8,11.11,-88.57,26.90428571428571,146.13,1.31,23
750199,British Columbia,Whistler,female,Bachelor,Suburban,21897.0,Single,Nova,2018-06-09,2021-07-18,21418.36,Standard,3,2,155,259747,1675.79,0.21,0.08,52,10,25,28,19,4,20,10,30,4,0,6,0,58,45,11.54,-22.41,30.155301587301594,138.18,1.09,37
191044,British Columbia,Victoria,female,College,Suburban,0.0,Married,Nova,2017-04-09,2020-01-11,21423.64,Standard,2,2,2,26319,13159.5,0.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-100.0,0.04884920634920635,10711.82,0.0,33
